Alt Klasör,Kelime,Türkçe Anlamı,Tür,Seviye,Eş Anlamlılar,Örnek Cümle (İngilizce),Örnek Cümle (Türkçe)
C1 Üst Düzey Akademik İsimler,restoration,"restore etme, restorasyon, restorasyon dönemi",isim,C1,,The investigation highlighted the critical role of restoration.,Soruşturma restore etme kavramının kritik rolünü vurguladı.
C1 Üst Düzey Akademik İsimler,restriction,"sınırlama, kısıtlama, tahdit",isim,C1,,They decided to abolish the old restriction.,Eski kısıtlamayı kaldırmaya karar verdiler.
B1 Temel Akademik İsimler,result,"netice, sonuç, sonucu olmak",isim,B1,,This is a good result.,Bu iyi bir sonuç.
B2 İleri Akademik İsimler,results,"sonuçlar, bulgular",isim,B2,,I want to see results.,Sonuçları görmek istiyorum.
C1 Üst Düzey Akademik İsimler,revolution,"ihtilal, devrim, inkılap",isim,C1,,The French Revolution began in 1789.,Fransız Devrimi 1789 yılında başladı.
B1 Temel Akademik İsimler,ring,"çalmak, yüzük, halka",isim,B1,,We sat in a ring.,Biz daire şeklinde oturduk.
B1 Temel Akademik İsimler,risk,"risk, göze almak, riske etmek",isim,B1,,I can't risk it.,Onu riske edemem.
B1 Temel Akademik İsimler,risks,riskler,isim,B1,,Aren't there any risks?,Herhangi bir risk yok mu?
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",rivers,"her yol roma'ya çıkar, su akar yolunu bulur, tilkinin dönüp dolaşıp geleceği yer yine kürkçü dükkanıdır",isim,B1,,There are many rivers in India.,Hindistan'da birçok nehir var.
B1 Temel Akademik İsimler,robber,"soyguncu, hırsız, haydut",isim,B1,,The robber bashed her head in.,Soyguncu onun kafasına vurdu.
B2 İleri Akademik İsimler,robbery,"hırsızlık, soygun, karmanyola",isim,B2,,We're planning a robbery.,Bir soygun planlıyoruz.
B1 Temel Akademik İsimler,role,"rol, rol yapmak, sıfat",isim,B1,,What's Tom's role?,Tom'un rolü nedir?
B1 Temel Akademik İsimler,roller,"silindir, büyük dalga, bobin",isim,B1,,Do you like roller coasters?,Lunapark hızlı trenini sever misin?
B1 Temel Akademik İsimler,root,"köken, kök, deşmek",isim,B1,,Do you like root beer?,Alkolsüz bira sever misin?
B1 Temel Akademik İsimler,rope,"halat, ip, kementle yakalamak",isim,B1,,I need a long rope.,Bana uzun bir ip gerek.
B1 Temel Akademik İsimler,route,"güzergah, rota, sevk etmek",isim,B1,,Can I change the route?,Rotayı değiştirebilir miyim?
B2 İleri Akademik İsimler,routine,"rutin, adet, hergünkü işler",isim,B2,,It's a routine procedure.,Bu rutin bir işlemdir.
B1 Temel Akademik İsimler,row,"sıra, dizi, gürültülü bir şekilde kavga etmek",isim,B1,,I'm on death row.,Ben ölüm hücresindeyim.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",rule,"hüküm sürmek, hükmetmek, kural",isim,B1,,It's a good rule.,Bu iyi bir kural.
B1 Temel Akademik İsimler,sample,"örnek, numune, denemek",isim,B1,,This is a free sample.,Bu ücretsiz bir örnektir.
B2 İleri Akademik İsimler,satellite,"uydu, uşak, peyk",isim,B2,,The satellite is now in orbit.,Uydu şimdi yörüngededir.
B2 İleri Akademik İsimler,scanning,"tarama, gözden geçirme, görüntüleme",isim,B2,,The investigation highlighted the critical role of scanning.,Soruşturma tarama kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,scaring,"korkutma, ürkütme, ürkütücü",isim,B2,,You're scaring the kids.,Çocukları korkutuyorsun.
B1 Temel Akademik İsimler,scene,"sahne, manzara, olay yeri",isim,B1,,Don't make a scene.,Olay çıkartmayın.
B2 İleri Akademik İsimler,schooling,"terbiye, tedrisat, eğitme",isim,B2,,The investigation highlighted the critical role of schooling.,Soruşturma terbiye kavramının kritik rolünü vurguladı.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",science,"ilim, bilim, beceri",isim,B2,,I'm good at science.,Ben bilimde iyiyim.
B2 İleri Akademik İsimler,scientist,"bilgin, bilim insanı, fenci",isim,B2,"researcher, analyst, scholar",I'm not a scientist.,Ben bir bilim adamı değilim.
C1 Üst Düzey Akademik İsimler,scientists,"bilim adamları, bilim insanları",isim,C1,,The scientists analyzed the data.,Bilim adamları veriyi analiz ettiler.
B1 Temel Akademik İsimler,scores,"çok sayı, çok sayıda, skorlar",isim,B1,,Scores of people visited Japan.,Çok sayıda insan Japonyayı ziyaret etti.
B1 Temel Akademik İsimler,seam,"dikiş, dikiş yeri, ters ilmikle örmek",isim,B1,,The investigation highlighted the critical role of seam.,Soruşturma dikiş kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,searcher,"araştırmacı, arayan, arama yapan kimse",isim,B2,,The investigation highlighted the critical role of searcher.,Soruşturma araştırmacı kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,seas,gözlem anında rüzgar etkisiyle oluşan dalgalar,isim,B1,,The investigation highlighted the critical role of seas.,Soruşturma gözlem anında rüzgar etkisiyle oluşan dalgalar kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,seashore,"deniz kıyısı, kıyı, lebiderya",isim,B2,,They made for the seashore.,Onlar sahile doğru gitti.
B2 İleri Akademik İsimler,seaside,"sahil, deniz kıyısı, deniz kenarı",isim,B2,,It's a nice seaside town.,Bu güzel bir sahil kasabası.
B1 Temel Akademik İsimler,second,"saniye, ikinci, destek vermek",isim,B1,,Can I have a second?,Bir saniyenizi alabilir miyim?
B2 İleri Akademik İsimler,security,"güvenlik, emniyet, güvence",isim,B2,,I'm in charge of security.,Güvenlikten sorumluyum.
B2 İleri Akademik İsimler,sedation,"yatıştırma, sakinlik, sedasyon",isim,B2,,The investigation highlighted the critical role of sedation.,Soruşturma yatıştırma kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,seed,"tohum, çekirdeği çıkarmak, çekirdeğini çıkarmak",isim,B1,,When did you seed the lawn?,Çimi ne zaman tohumladın?
B1 Temel Akademik İsimler,seemed,göründü,isim,B1,,He seemed to be ill.,O hasta görünüyordu.
C1 Üst Düzey Akademik İsimler,segregation,"ırk ayrımı, ayrı depolama, ayrı tutma",isim,C1,,The investigation highlighted the critical role of segregation.,Soruşturma ırk ayrımı kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,selection,"seçme, ayırma, seçme şey",isim,B2,,I've made my selection.,Ben seçimimi yaptım.
B1 Temel Akademik İsimler,self,"öz, kendi, özellik",isim,B1,,He is a self-made man.,O kendi kendini yetiştirmiş bir adam.
B2 İleri Akademik İsimler,semester,"sömestr, dönem, sömestir",isim,B2,,I'm taking French this semester.,Bu dönem Fransızca alıyorum.
B2 İleri Akademik İsimler,sensation,"sansasyon, his, algılama",isim,B2,,It was an overnight sensation.,Bu bir gecelik heyecandı.
B1 Temel Akademik İsimler,sense,"algılamak, hissetmek, algı",isim,B1,,Can't you sense it?,Bunu hissedemiyor musun?
B2 İleri Akademik İsimler,session,"celse, oturum, seans",isim,B2,,The Diet is now in session.,Meclis şimdi oturumda.
B2 İleri Akademik İsimler,setback,"gerileme, aksama, yenilgi",isim,B2,,It's only a minor setback.,Bu sadece küçük bir başarısızlık.
B1 Temel Akademik İsimler,setup,"kurma, kurulum, vaziyet",isim,B1,,The investigation highlighted the critical role of setup.,Soruşturma kurma kavramının kritik rolünü vurguladı.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",shape,"şekillendirmek, biçim vermek, şekil vermek",isim,B1,,I'm in bad shape.,Ben kötü durumdayım.
B1 Temel Akademik İsimler,sheep,"koyun, koyun gibi tip, ezik kimse",isim,B1,,I have a lot of sheep.,Bir sürü koyunum var.
B2 İleri Akademik İsimler,shelter,"barınak, sığınak, sığınmak",isim,B2,,A shelter was set up.,Bir barınak kuruldu.
B1 Temel Akademik İsimler,shield,"zırh, siper, kalkan",isim,B1,,I tried to shield you from this.,Seni bundan korumaya çalıştım.
B1 Temel Akademik İsimler,shift,"değiştirmek, vardiya, kaçamak cevap vermek",isim,B1,,Tom's shift is over.,Tom'un vardiyası bitti.
B1 Temel Akademik İsimler,shore,"sahil, kıyı, payanda vurmak",isim,B1,,I swam toward the shore.,Ben kıyıya doğru yüzdüm.
B1 Temel Akademik İsimler,show,"göstermek, gösteri, showed - shown/showed",isim,B1,,I can't show you.,Sana gösteremem.
B2 İleri Akademik İsimler,sickness,"hastalık, dert, bulantı",isim,B2,,She is absent because of sickness.,"O, hastalıktan dolayı mevcut değil."
B1 Temel Akademik İsimler,sight,"görünüş, görme yeteneği, görme",isim,B1,,No one's in sight.,Hiç kimse görünürde değil.
B1 Temel Akademik İsimler,sign,"imzalamak, imza atmak, alamet",isim,B1,,How do I sign up?,Nasıl kaydolurum?
B1 Temel Akademik İsimler,silver,"gümüş, ağarmak, sırlamak",isim,B1,,He won a silver medal.,O gümüş bir madalya kazandı.
B1 Temel Akademik İsimler,sings,"dereyi görmeden paçaları sıvama, son kozu oynamadan her şey bitmiş sayılmaz, henüz her şey bitmedi",isim,B1,,She sings out of tune.,O uyumsuz şarkı söylüyor.
B1 Temel Akademik İsimler,site,"yerleştirmek, oturtmak, açmak",isim,B1,,We're updating the site.,Siteyi güncelliyoruz.
B2 İleri Akademik İsimler,sitting,"oturuş, oturum, oturma",isim,B2,,I'm not sitting here.,Burada oturmuyorum.
B2 İleri Akademik İsimler,situation,"hal, durum, ekmek kapısı",isim,B2,,We've got a situation.,Bir durumumuz var.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",skill,"maharet, beceri, hüner",isim,B1,,He showed a lot of skill.,O bir sürü yetenek gösterdi.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",skills,"vasıflar, beceriler",isim,B1,,Don't you have any skills?,Herhangi bir becerin yok mu?
B1 Temel Akademik İsimler,skin,"soymak, ten, deri",isim,B1,,Your skin is so soft.,Cildiniz çok yumuşak.
C1 Üst Düzey Akademik İsimler,skyscraper,gökdelen,isim,C1,,The skyscraper was built on a solid foundation.,Gökdelen sağlam bir temel üzerine inşa edildi.
C1 Üst Düzey Akademik İsimler,skyscrapers,gökdelenler,isim,C1,,The investigation highlighted the critical role of skyscrapers.,Soruşturma gökdelenler kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,slope,"meyil, bayır, eğim",isim,B1,,It's a slippery slope.,O kaygan bir eğim.
B1 Temel Akademik İsimler,smells,"biri ölmüş gibi kokuyor!, leş gibi kokuyor!, gerçekten çok kötü kokuyor!",isim,B1,,He smells like a goat.,"O, keçi gibi kokuyor."
B2 İleri Akademik İsimler,smoking,"sigara içme, sigara kullanımı, dumanlama",isim,B2,,I can't stop smoking.,Sigarayı bırakamam.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",society,"toplum, dernek, cemiyet",isim,B2,,He is a danger to society.,"O, toplum için bir tehlikedir."
B1 Temel Akademik İsimler,soil,"toprak, pisletmek, leke sürmek",isim,B1,,This is very good soil.,Bu çok iyi toprak.
B2 İleri Akademik İsimler,soldier,"asker, askerlik yapmak, işçi",isim,B2,,I'm a soldier now.,Ben şimdi bir askerim.
B2 İleri Akademik İsimler,soldiers,askerler,isim,B2,,A lot of soldiers died here.,Burada bir sürü asker öldü.
B2 İleri Akademik İsimler,solicitor,"avukat, acente, savcı",isim,B2,,The investigation highlighted the critical role of solicitor.,Soruşturma avukat kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,solution,"çözelti, çözüm, mahlul",isim,B2,,I may have a solution.,Bir çözümüm olabilir.
B2 İleri Akademik İsimler,solutions,"çözüm yolları, çözümler, solüsyonlar",isim,B2,,There are no easy solutions.,Kolay çözümler yoktur.
B2 İleri Akademik İsimler,solving,"çözme, çözüm, kulak tırmalayıcı",isim,B2,,I'm solving a puzzle.,Bir bulmaca çözüyorum.
B1 Temel Akademik İsimler,sort,"sıralamak, sınıflandırmak, cins",isim,B1,,I'm sort of busy.,Hayli meşgulüm.
B2 İleri Akademik İsimler,sorting,"sıralama, derecelenme, sınıflandırma",isim,B2,,We're still sorting it out.,Biz hâlâ onu çözümlüyoruz.
B1 Temel Akademik İsimler,soul,"ruh, kimse, kök",isim,B1,,Don't tell a soul.,Bunu kimseye söyleme.
B2 İleri Akademik İsimler,soundness,"sağlamlık, selamet, iyi durumda olma",isim,B2,,The investigation highlighted the critical role of soundness.,Soruşturma sağlamlık kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,sounds,"sesler, ses efekti",isim,B1,,I know how it sounds.,Kulağa nasıl geldiğini biliyorum.
B1 Temel Akademik İsimler,source,"kaynak, köken, edinmek",isim,B1,,I can't reveal my source.,Kaynağımı söyleyemem.
B2 İleri Akademik İsimler,sources,kaynaklar,isim,B2,,I can't reveal my sources.,Kaynaklarımı söyleyemem.
B1 Temel Akademik İsimler,space,"aralık, açıklık, mekan",isim,B1,,I need a little space.,Biraz yere ihtiyacım var.
B1 Temel Akademik İsimler,spe,özel-amaçlı şirket,isim,B1,,Can we speed it up?,Onu hızlandırabilir miyiz?
C1 Üst Düzey Akademik İsimler,specialist,"uzman, kompetan, uzman doktor",isim,C1,,I'm not a specialist.,Ben bir uzman değilim.
B2 İleri Akademik İsimler,specialty,"spesiyalite, özel anlaşma, ihtisas",isim,B2,,What's Tom's specialty?,Tom'un özel ürünü nedir?
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",species,"tür, ortak özellikleri olan grup, hayal",isim,B2,,It is an endangered species.,Nesli tükenmekte olan bir türdür.
B2 İleri Akademik İsimler,spectator,"seyirci, izleyici, temâşâcı",isim,B2,,What's your favorite spectator sport?,Favori gösteri sporun nedir?
B1 Temel Akademik İsimler,speed,"sürat, hız, sped/speeded - sped/speeded",isim,B1,,Can we speed it up?,Onu hızlandırabilir miyiz?
B1 Temel Akademik İsimler,spider,"örümcek, istavroz dişlisi, ayaklı tava",isim,B1,,The spider spun a web.,Örümcek bir ağ ördü.
B1 Temel Akademik İsimler,spot,"leke, benek, nokta",isim,B1,,I am in a spot.,Başım dertte.
B1 Temel Akademik İsimler,spread,"yaymak, yayılmak, spread - spread",isim,B1,,I'll spread the word.,Haberi yayacağım.
B2 İleri Akademik İsimler,spreading,"yaylım, tevsi, yayma",isim,B2,,The rain kept the fire from spreading.,Yağmur yangının yayılmasını engelledi.
B2 İleri Akademik İsimler,stability,"kararlılık, durağanlık, sabitlik",isim,B2,,We're looking for stability.,İstikrar arıyoruz.
B1 Temel Akademik İsimler,staff,"kadro, personel, görevli olarak çalışmak",isim,B1,,I speak French to my staff.,Personelimle Fransızca konuşurum.
B1 Temel Akademik İsimler,stage,"sahneye koymak, sahnelemek, evre",isim,B1,,I fell off the stage.,Sahneden düştüm.
B2 İleri Akademik İsimler,standard,"standart, miyar, sembol",isim,B2,,There's a double standard.,Bir çifte standart var.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",statement,"ifade, söz, beyan",isim,B2,,I have a brief statement.,Benim kısa bir açıklamam var.
B1 Temel Akademik İsimler,status,"hal, statü, durum",isim,B1,,What's Tom's status?,Tom'un statüsü nedir?
B1 Temel Akademik İsimler,stay,"kalmak, kalma süresi, kalma",isim,B1,,I'd love to stay.,Kalmak istiyorum.
B1 Temel Akademik İsimler,steel,"çelik, sertleştirmek, çakmak",isim,B1,,He has a grip of steel.,"O, çelikten yapılmış bir bağaja sahiptir."
B1 Temel Akademik İsimler,step,"üvey, adım, basamak",isim,B1,,It's a big step.,Bu büyük bir adım.
B1 Temel Akademik İsimler,storm,"fırtına, bağırıp çağırmak, fırtına gibi esmek",isim,B1,,It's a monster storm.,Dev gibi bir fırtına.
C1 Üst Düzey Akademik İsimler,storytelling,"hikaye anlatıcılığı, hikaye anlatma sanatı, hikaye anlatma",isim,C1,,The investigation highlighted the critical role of storytelling.,Soruşturma hikaye anlatıcılığı kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,stream,"dere, akarsu, akıp gitmek",isim,B1,,He sat next to the stream.,"O, dereye yakın oturdu."
B2 İleri Akademik İsimler,streams,"oluk oluk, borulardaki gaz akışlarının hız ve debisinin ölçülmesi, borulardaki gaz akımları",isim,B2,,They had to build bridges over the many streams.,Birçok akarsu üzerinde köprü inşa etmek zorundaydılar.
B2 İleri Akademik İsimler,streets,sokaklar,isim,B2,,People took to the streets.,İnsanlar sokaklara döküldü.
B2 İleri Akademik İsimler,strength,"güç, kuvvet, sertlik",isim,B2,,I've lost my strength.,Gücümü kaybettim.
B1 Temel Akademik İsimler,stress,"stres, tonlamak, baskı yapmak",isim,B1,,I'm always under stress.,Her zaman stres altındayım.
B1 Temel Akademik İsimler,string,"sicim, dizi, strung - strung",isim,B1,,The string is very weak.,Halat çok zayıf.
B1 Temel Akademik İsimler,stud,"azgın erkek, damızlık at, iri başlı çivi",isim,B1,,The investigation highlighted the critical role of stud.,Soruşturma azgın erkek kavramının kritik rolünü vurguladı.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",students,öğrenciler,isim,B2,,I think they're students.,Sanırım onlar öğrenci.
B2 İleri Akademik İsimler,studies,"araştırmalar, dersler, çalışmalar",isim,B2,,He studies day and night.,"O, gece gündüz çalışır."
B1 Temel Akademik İsimler,stuff,"şey, tıkınmak, tıkmak",isim,B1,,I had stuff to do.,Yapacak şeylerim vardı.
B1 Temel Akademik İsimler,style,"biçim, tarz, biçem",isim,B1,,It's not my style.,O benim tarzım değil.
B2 İleri Akademik İsimler,subject,"konu, maruz bırakmak, özne",isim,B2,,Let's drop the subject.,Konuyu kapatalım.
B2 İleri Akademik İsimler,substance,"cisim, madde, önem",isim,B2,,Carbon monoxide is a poisonous substance formed by the incomplete combustion of carbon compounds.,Karbon monoksit karbon bileşiklerinin tam yanmamasından oluşan zehirli bir maddedir.
C1 Üst Düzey Akademik İsimler,substances,"tehlikeli atıklar, zehirli nesneler, tehlikeli maddeler",isim,C1,,Do you use any illegal substances?,Yasa dışı madde kullanıyor musunuz?
B2 İleri Akademik İsimler,success,"muvaffakiyet, başarı, başarılmış iş",isim,B2,,I am sure of success.,Ben başarıdan eminim.
B2 İleri Akademik İsimler,sufferer,"acı çeken kimse, hastası olan kimse, çeken kimse",isim,B2,,Relief has been sent to the flood sufferers.,Sellerden etkilenenlere yardım gönderildi.
C1 Üst Düzey Akademik İsimler,suggesting,"gösteren, farzedelim ki, öne süren",isim,C1,,I'm not suggesting that.,Onu önermiyorum.
C1 Üst Düzey Akademik İsimler,suggestion,"telkin, öneri, telkin etme",isim,C1,,I've got a suggestion.,Bir önerim var.
B2 İleri Akademik İsimler,suicide,"intihar, intihar eden kimse, kendini öldürme",isim,B2,,It was a suicide bombing.,O bir intihar bombasıydı.
C1 Üst Düzey Akademik İsimler,suitability,"uygunluk, uygun olma, liyakat",isim,C1,,The investigation highlighted the critical role of suitability.,Soruşturma uygunluk kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,sum,"toplam, tutar, toplamak",isim,B1,,Please sum up your idea.,Lütfen fikrini toparla.
B1 Temel Akademik İsimler,summer,"yaz, yazı geçirmek, hayatın baharı",isim,B1,,I had a bad summer.,Kötü bir yaz mevsimi geçirdim.
B2 İleri Akademik İsimler,sunflower,"ayçiçeği, gündöndü, günçiçeği",isim,B2,,He plants sunflowers in the spring.,"O, ilkbaharda ayçiçeği eker."
B2 İleri Akademik İsimler,superior,"amir, üst, üstün",isim,B2,,He is superior to her in math.,Matematikte ondan daha iyi.
C1 Üst Düzey Akademik İsimler,supervision,"teftiş, nezaret, denetim",isim,C1,,The children need adult supervision.,Çocukların yetişkin gözetimine ihtiyaçları vardır.
C1 Üst Düzey Akademik İsimler,supplement,"ek, tamamlamak, eklemek",isim,C1,,You had better supplement your diet with vitamins.,Diyetini vitaminlerle tamamlasan iyi olur.
C1 Üst Düzey Akademik İsimler,supplements,"ücret ve maaşlara ek ödemeler, yan ödemeler, beslenme ve diyet destekleri",isim,C1,,The investigation highlighted the critical role of supplements.,Soruşturma ücret ve maaşlara ek ödemeler kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,supplying,"donatım, tedarik, sağlama",isim,B2,,They were accused of supplying arms to terrorists.,Onlar teröristlere silah sağlamakla suçlandılar.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",surgery,"ameliyat, ameliyathane, cerrahlık",isim,B2,,It's not brain surgery.,"O, beyin ameliyatı değil."
B2 İleri Akademik İsimler,surrender,"vazgeçmek, teslim olmak, boyun eğmek",isim,B2,,We told them to surrender.,Onlara teslim olmalarını söyledik.
B2 İleri Akademik İsimler,survivor,"hayatta kalan, sağ kalan, sağ kalan kimse",isim,B2,,I'm not the only survivor.,Tek kurtulan ben değilim.
B2 İleri Akademik İsimler,suspense,"tereddüt, erteleme, kesilme",isim,B2,,Don't keep me in suspense.,Beni merakta bırakma.
B1 Temel Akademik İsimler,swap,"değiş tokuş, takas, değiş tokuş yapmak",isim,B1,,Do you want to swap jobs?,İşleri değiştirmek ister misiniz?
B2 İleri Akademik İsimler,swimming,"yüzme, yüzücülük, yüzme sporu",isim,B2,,I'm bad at swimming.,Yüzmede kötüyüm.
B1 Temel Akademik İsimler,switch,"değiştirmek, değişme, anahtar",isim,B1,,Let me fix the switch.,Anahtarı onarayım.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",symptom,"belirti, alamet, emare",isim,B2,,Do you have this symptom often?,Sık sık bu belirtilerin olur mu?
B1 Temel Akademik İsimler,system,"sistem, şebeke, kaide",isim,B1,,It's a good system.,Bu iyi bir sistem.
B1 Temel Akademik İsimler,tail,"kuyruk, kuyruk yapmak, peşine takılmak",isim,B1,,A cow has a long tail.,Bir ineğin uzun bir kuyruğu vardır.
B1 Temel Akademik İsimler,tain,"kalay yaldızı, staniyol, ayna sırı",isim,B1,,The investigation highlighted the critical role of tain.,Soruşturma kalay yaldızı kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,talent,"kabiliyet, hüner, yetenek",isim,B1,,I've got a lot of talent.,Birçok yeteneğim var.
B1 Temel Akademik İsimler,tank,"tank, depoya koymak, tank gibi  hareket etmek",isim,B1,,I have a fish tank.,Benim bir akvaryumum var.
B1 Temel Akademik İsimler,target,"hedef, amaç, gaye",isim,B1,,I can see the target.,Ben hedefi görebiliyorum.
B1 Temel Akademik İsimler,task,"görev, vazife, ödev",isim,B1,,It's a huge task.,Bu büyük bir görev.
B1 Temel Akademik İsimler,tasks,"görevler, ödev",isim,B1,,Leave the hard tasks to me.,Zor işleri bana bırak.
B1 Temel Akademik İsimler,taste,"tatmak, tat, lezzet",isim,B1,,Let me have a taste.,Denememe izin ver.
B1 Temel Akademik İsimler,tastes,"lezzetler, zevkler",isim,B1,,I think it tastes good.,Güzel tat verdiğini düşünüyorum.
B1 Temel Akademik İsimler,team,"takım, ekip, takım halinde yapmak",isim,B1,,He is on the team.,O takımdadır.
B2 İleri Akademik İsimler,technique,"teknik, uygulayım, fen",isim,B2,,It's all about technique.,Teknik meselesi.
C1 Üst Düzey Akademik İsimler,techniques,"taktikler, prosedürler, yöntemler",isim,C1,,I've learned a lot of techniques from Tom.,Tom'dan bir sürü teknik öğrendim.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",technologies,teknolojiler,isim,C1,,The investigation highlighted the critical role of technologies.,Soruşturma teknolojiler kavramının kritik rolünü vurguladı.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",technology,"teknoloji, uygulayımbilim, mühendislik bilgisi",isim,C1,,I am thankful for technology.,Ben teknoloji için minettarım.
B1 Temel Akademik İsimler,teen,"genç, incinme, delikanlı",isim,B1,,She got married in her teens.,"O, onlu yaşlarında evlendi."
B2 İleri Akademik İsimler,teenager,"on üç ile on dokuz yaşlar arasındaki kimse, delikanlı, yeniyetme",isim,B2,,I'm not a teenager.,Ben bir genç değilim.
B2 İleri Akademik İsimler,teenagers,ergenler,isim,B2,,Only teenagers can do that.,Onu yalnızca gençler yapabilir.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",teeth,"diş çıkarmak, dişler, en şiddetli noktası",isim,B1,,I have two bad teeth.,İki kötü dişim var.
C1 Üst Düzey Akademik İsimler,temperature,"sıcaklık, ısı derecesi, ısı",isim,C1,,I took Tom's temperature.,Tom'un ateşini ölçtüm.
C1 Üst Düzey Akademik İsimler,temperatures,"düşük sıcaklıklar, tüm dünyadaki en uç ortam sıcaklıkları, hafifçe yükselen sıcaklıklar",isim,C1,,Milder temperatures are expected next week.,Gelecek hafta daha hafif sıcaklıklar bekleniyor.
B2 İleri Akademik İsimler,tendency,"eğilim, meyletme, çalma",isim,B2,,You have a tendency to exaggerate.,Senin abartma eğilimin var.
B2 İleri Akademik İsimler,tension,"tansiyon, gerginlik, gerilim",isim,B2,,Can you feel the tension?,Gerilimi hissedebiliyor musun?
B2 İleri Akademik İsimler,tensions,gerginlikler,isim,B2,,"In 1959, Cold War tensions eased a little.","1959'da, Soğuk Savaş gerginliği biraz azaldı."
B1 Temel Akademik İsimler,term,"isimlendirmek, terim, dönem",isim,B1,,The term ends next week.,Sömestr gelecek hafta sona eriyor.
B1 Temel Akademik İsimler,terms,"ara, ücret, fiyat",isim,B1,,I agree to your terms.,Şartlarınızı kabul ediyorum.
B2 İleri Akademik İsimler,territory,"yöre, arazi, tarla",isim,B2,,The dog marked its territory.,Köpek bölgesini işaretledi.
B1 Temel Akademik İsimler,tests,sınav,isim,B1,,I just ran some tests.,Ben sadece bazı testler yaptım.
B1 Temel Akademik İsimler,the,"belirli durumlarda isimden önce kullanılır, belli bir objeyi/kişiyi/yeri nitelemek için kullanılır",isim,B1,,I'm at the gym.,Spor salonundayım.
B2 İleri Akademik İsimler,theater,"tiyatro, meydan, sinema salonu",isim,B2,,I was at the theater.,Ben tiyatrodaydım.
B1 Temel Akademik İsimler,theft,"hırsızlık, aşırma, arakçılık",isim,B1,,He is guilty of theft.,"O, hırsızlıktan suçludur."
B1 Temel Akademik İsimler,their,onların,isim,B1,,It wasn't their idea.,Bu onların fikri değildi.
B2 İleri Akademik İsimler,theories,"nazariyat, teoriler",isim,B2,,I have a few theories.,Benim birkaç teorim var.
B1 Temel Akademik İsimler,theory,"teori, kuram, nazariye",isim,B1,,I do have a theory.,Bir teorim var.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",therapies,"tedaviler, terapiler",isim,B2,,The investigation highlighted the critical role of therapies.,Soruşturma tedaviler kavramının kritik rolünü vurguladı.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",therapist,"terapist, sağaltımcı, doktor",isim,B2,,I'm seeing a therapist.,Bir terapistle görüşüyorum.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",therapy,"iyileştirme, tedavi, sağaltım",isim,B2,treatment,I think I need therapy.,Ben terapiye ihtiyacım olduğunu düşünüyorum.
B1 Temel Akademik İsimler,thief,"hırsız, çalınma, hırsızlık",isim,B1,,I'm not a thief.,Ben bir hırsız değilim.
B1 Temel Akademik İsimler,thing,"şey, nesne, olay",isim,B1,,I did a bad thing.,Kötü bir şey yaptım.
B1 Temel Akademik İsimler,things,"eşya, gidişat, giysiler",isim,B1,,I had things to do.,Yapacak işlerim vardı.
B2 İleri Akademik İsimler,thinking,"düşünme, düşünen, düşünüş",isim,B2,,I'm thinking of you.,Ben seni düşünüyorum.
B1 Temel Akademik İsimler,this,"bu, bir serinin veya çiftin genellikle ilk üyesi, yakın geçmişe/geleceğe ait",isim,B1,,I can't do this.,Bunu yapamam.
B1 Temel Akademik İsimler,those,"onlar, şunlar",isim,B1,,It's one of those.,Bu onlardan biri.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",thrill,"heyecan, heyecanlandırmak, etkilemek",isim,B1,,They do it just for the thrill of it.,Onlar onu sadece onun büyük heyecanı için yapıyor.
