Alt Klasör,Kelime,Türkçe Anlamı,Tür,Seviye,Eş Anlamlılar,Örnek Cümle (İngilizce),Örnek Cümle (Türkçe)
Akademik Zarflar (-ly / Derece),readily,"kolaylıkla, rahatlıkla, hemen anında",zarf,B2,,He readily agreed to it.,O onu kolayca kabul etti.
B1-B2 Sık Çıkan Akademik Sıfatlar,ready,"hazır, hazırlamak, peşin para",sıfat,B1,,I'm ready to go.,Gitmeye hazırım.
Akademik Zarflar (-ly / Derece),really,"hakikaten, gerçekten, cidden",zarf,B1,,It's really a must.,Bu gerçekten bir zorunluluktur.
B1-B2 Sık Çıkan Akademik Sıfatlar,receive,"teslim almak, almak, anlamak",sıfat,B2,,How much will I receive?,Ne kadar alacağım?
B1-B2 Sık Çıkan Akademik Sıfatlar,recent,"son, yeni, taze",sıfat,B1,,Is it a recent picture?,O yeni bir resim mi?
C1 İleri Niteleme Sıfatları,recommended,"tavsiye edilmiş, tavsiye edilen, önerilen",sıfat,C1,,I'll do as you recommended.,Senin tavsiye ettiğin gibi yapacağım.
B1-B2 Sık Çıkan Akademik Sıfatlar,recurrent,"reküren, devirli, geri dönen",sıfat,B2,,The empirical results of the study were remarkably recurrent.,Çalışmanın ampirik sonuçlarının son derece reküren olduğu görüldü.
B1-B2 Sık Çıkan Akademik Sıfatlar,regional,"bölgesel, bölgesel kurum, mevzii",sıfat,B2,,Fried spiders are a regional delicacy in Cambodia.,"Kızarmış örümcek, Kamboçya'da bölgesel bir yiyecektir."
B1-B2 Sık Çıkan Akademik Sıfatlar,regular,"müdavim, muntazam, düzenli",sıfat,B2,,She is a regular beauty.,O düzenli bir güzellik.
Akademik Zarflar (-ly / Derece),regularly,"düzenli olarak, sürekli, devamlı olarak",zarf,B2,,Do you work out regularly?,Düzenli çalışıyor musunuz?
B1-B2 Sık Çıkan Akademik Sıfatlar,relaxed,"rahatlamış, gevşemiş, rahat",sıfat,B2,,I feel relaxed with Tom.,Ben Tom'la rahat hissediyorum.
B1-B2 Sık Çıkan Akademik Sıfatlar,relaxing,"dinlendirici, rahatlatıcı, gevşetici",sıfat,B2,,He's relaxing at home.,"O, evde dinleniyor."
B1-B2 Sık Çıkan Akademik Sıfatlar,reliable,"güvenilir, itimat edilir, güven telkin eden",sıfat,B2,,I think it's reliable.,Sanırım bu güvenilir.
B1-B2 Sık Çıkan Akademik Sıfatlar,religious,"dinsel, dini, dindar",sıfat,B2,,I'm not very religious.,Ben çok dindar değilim.
C1 İleri Niteleme Sıfatları,remarkable,"dikkat çekici, göze çarpan, dikkate değer",sıfat,C1,,You're the remarkable one.,Sen dikkat çekici birisin.
B1-B2 Sık Çıkan Akademik Sıfatlar,remote,"uzak, naklen yayın, uzakta olan şey",sıfat,B1,,Do you have the remote?,Uzaktan kumandan var mı?
B1-B2 Sık Çıkan Akademik Sıfatlar,renewable,"yenilenebilir, temdit edilebilir, uzatılabilir",sıfat,B2,,We must develop renewable energy sources.,Yenilenebilir enerji kaynaklarımızı geliştirmeliyiz.
C1 İleri Niteleme Sıfatları,repetitious,"tekrarlayan, tekrarlayıp duran, tekrarlarla dolu",sıfat,C1,,The empirical results of the study were remarkably repetitious.,Çalışmanın ampirik sonuçlarının son derece tekrarlayan olduğu görüldü.
C1 İleri Niteleme Sıfatları,repetitive,"tekrarlayıp duran, tekrarlı, tekrarlanan",sıfat,C1,,We must try not to be repetitive.,Tekrarcı olmamaya çalışmalıyız.
Akademik Zarflar (-ly / Derece),reply,"yanıtlamak, cevap, yanıt",zarf,B1,,Here's Tom's reply.,İşte Tom'un cevabı.
B1-B2 Sık Çıkan Akademik Sıfatlar,reported,"rapor edilmiş, rapor edilen",sıfat,B2,,No damage has been reported.,Hiçbir hasar bildirilmedi.
B1-B2 Sık Çıkan Akademik Sıfatlar,required,"gerekli, lazım, lüzumlu",sıfat,B2,,I do what is required.,Ben gerekeni yaparım.
B1-B2 Sık Çıkan Akademik Sıfatlar,requisite,"zorunlu, gerekli şey, gereç",sıfat,B2,,The empirical results of the study were remarkably requisite.,Çalışmanın ampirik sonuçlarının son derece zorunlu olduğu görüldü.
C1 İleri Niteleme Sıfatları,responsible,"mesul, sorumlu, yükümlü",sıfat,C1,,I'm responsible for Tom.,Tom'dan sorumluyum.
C1 İleri Niteleme Sıfatları,restricted,"sınırlı, kısıtlı, gizli",sıfat,C1,,This is a restricted area.,Bu yasak bir alandır.
B1-B2 Sık Çıkan Akademik Sıfatlar,retired,"emekli, kuytu, münzevi",sıfat,B2,"former, emeritus","Aren't you retired, Tom?","Emekli değil misin, Tom?"
C1 İleri Niteleme Sıfatları,retributive,"intikamcı, kinci, cezalandırıcı",sıfat,C1,,The empirical results of the study were remarkably retributive.,Çalışmanın ampirik sonuçlarının son derece intikamcı olduğu görüldü.
B1-B2 Sık Çıkan Akademik Sıfatlar,right,"sağ, hak, haklı",sıfat,B1,,I know I'm right.,Haklı olduğumu biliyorum.
B1-B2 Sık Çıkan Akademik Sıfatlar,risky,"riskli, sakat, terbiyesiz",sıfat,B1,,It's a risky plan.,Bu riskli bir plan.
B1-B2 Sık Çıkan Akademik Sıfatlar,rival,"rakip, ... kadar ... olmak, çekişmek",sıfat,B1,,I'm Tom's rival.,Tom'un rakibiyim.
B1-B2 Sık Çıkan Akademik Sıfatlar,robust,"güçlü, dirençli, çetin",sıfat,B1,,He has a robust constitution.,Onun sağlam bir yapısı var.
B1-B2 Sık Çıkan Akademik Sıfatlar,rough,"kaba saba, kaba, sert",sıfat,B1,,I had a rough day.,Zor bir gün geçirdim.
Akademik Zarflar (-ly / Derece),roughly,"yaklaşık olarak, tahminen, kabaca",zarf,B2,,I'm roughly the same age as Tom.,Ben aşağı yukarı Tom'la aynı yaştayım.
B1-B2 Sık Çıkan Akademik Sıfatlar,running,"çalışma, işletme, koşma",sıfat,B2,,I'm sick of running.,Koşmaktan usandım.
B1-B2 Sık Çıkan Akademik Sıfatlar,rural,"kırsal, taşra, köye ait",sıfat,B1,,I live in a rural area.,Kırsal bir alanda yaşıyorum.
B1-B2 Sık Çıkan Akademik Sıfatlar,said,"söz konusu, adı geçen, söylenmiş",sıfat,B1,,I said I'd go.,Gideceğimi söyledim.
B1-B2 Sık Çıkan Akademik Sıfatlar,scared,korkmuş,sıfat,B1,,I'm a bit scared.,Ben biraz korkuyorum.
B1-B2 Sık Çıkan Akademik Sıfatlar,scary,"ürkütücü, korkunç, korkutucu",sıfat,B1,,It's a little scary.,O biraz korkutucu.
Akademik Zarflar (-ly / Derece),scholarly,"ilmi, bilgili, bilimsel",zarf,B2,,The empirical results of the study were remarkably scholarly.,Çalışmanın ampirik sonuçlarının son derece ilmi olduğu görüldü.
C1 İleri Niteleme Sıfatları,scientific,"ilmi, bilimsel, fenni",sıfat,C1,,Is that a scientific fact?,O bilimsel bir gerçek mi?
B1-B2 Sık Çıkan Akademik Sıfatlar,seasoned,"lezzet verilmiş, baharatlı, deneyimli",sıfat,B2,,I seasoned the fish with salt and pepper.,Tuz ve biberle balığı çeşnilendirdim.
B1-B2 Sık Çıkan Akademik Sıfatlar,secret,"sır, gizli, gizem",sıfat,B1,,I've got a secret.,Bir sırrım var.
B1-B2 Sık Çıkan Akademik Sıfatlar,sedative,"yatıştırıcı, yatıştırıcı ilaç, teskin edici",sıfat,B2,,The nurse gave you a sedative.,Hemşire sana bir sakinleştirici verdi.
B1-B2 Sık Çıkan Akademik Sıfatlar,sedentary,"oturarak yapılan, sakin, sedanter",sıfat,B2,,The empirical results of the study were remarkably sedentary.,Çalışmanın ampirik sonuçlarının son derece oturarak yapılan olduğu görüldü.
B1-B2 Sık Çıkan Akademik Sıfatlar,seen,görülen,sıfat,B1,,I've seen a few.,Birkaç tane gördüm.
B1-B2 Sık Çıkan Akademik Sıfatlar,select,"seçmek, ayıklamak, elemek",sıfat,B1,,He selected a Christmas gift for her.,Onun için bir noel hediyesi seçti.
B1-B2 Sık Çıkan Akademik Sıfatlar,sensible,"mantıklı, akla uygun, halden anlayan",sıfat,B2,,I think it's sensible.,Bence bu mantıklı.
B1-B2 Sık Çıkan Akademik Sıfatlar,sensitive,"içli, hassas, duyarlı",sıfat,B2,delicate,Don't be so sensitive.,O kadar hassas olma.
B1-B2 Sık Çıkan Akademik Sıfatlar,sensual,"duygusal, şehvetli, kösnül",sıfat,B2,,The empirical results of the study were remarkably sensual.,Çalışmanın ampirik sonuçlarının son derece duygusal olduğu görüldü.
C1 İleri Niteleme Sıfatları,sentimental,"duygusal, içli, hassas",sıfat,C1,,Don't be so sentimental.,Bu kadar duygusal olmayın.
B1-B2 Sık Çıkan Akademik Sıfatlar,serious,"ciddi, ağır, ağırbaşlı",sıfat,B2,,I'm a serious person.,Ben ciddi bir kişiyim.
B1-B2 Sık Çıkan Akademik Sıfatlar,several,"birçok, çeşitli, ayrı",sıfat,B2,,I met him several times.,Onunla birkaç kez karşılaştım.
B1-B2 Sık Çıkan Akademik Sıfatlar,severe,"haşin, sert, şiddetli",sıfat,B1,,I had a severe headache.,Şiddetli bir baş ağrım vardı.
B1-B2 Sık Çıkan Akademik Sıfatlar,shallow,"sığ, sığlaşmak, düzlemek",sıfat,B2,,Do you think I'm shallow?,Benim sığ olduğumu mu düşünüyorsun?
B1-B2 Sık Çıkan Akademik Sıfatlar,short,"az, alçak, kısa",sıfat,B1,,It's a short walk.,O kısa bir yürüyüş.
B1-B2 Sık Çıkan Akademik Sıfatlar,shown,gösterilen,sıfat,B1,,They were shown the door.,Onlar sokak anahtarını aldılar.
B1-B2 Sık Çıkan Akademik Sıfatlar,sick,"hasta, yakalatmak, kusmak",sıfat,B1,,I'm sick of it.,Bundan bıktım.
C1 İleri Niteleme Sıfatları,significant,"dikkate değer, kayda değer, belirli",sıfat,C1,,It was a significant moment.,O önemli bir andı.
Akademik Zarflar (-ly / Derece),significantly,"önemli ölçüde, anlamlı, önemli",zarf,C1,,My grades have improved significantly.,Benim notlarım önemli ölçüde arttı.
B1-B2 Sık Çıkan Akademik Sıfatlar,simple,"sade, yalın, basit",sıfat,B1,,I'm a simple girl.,Ben basit bir kızım.
Akademik Zarflar (-ly / Derece),simply,"basit bir şekilde, basitçe, bayağı",zarf,B1,,I simply don't know.,Sadece bilmiyorum.
B1-B2 Sık Çıkan Akademik Sıfatlar,single,"bekar, tek, ayırmak",sıfat,B1,,I'm a single mom.,Ben tek bir anneyim.
Akademik Zarflar (-ly / Derece),smartly,"ustalıkla, zekice, sert/sıkı bir şekilde",zarf,B2,,The empirical results of the study were remarkably smartly.,Çalışmanın ampirik sonuçlarının son derece ustalıkla olduğu görüldü.
B1-B2 Sık Çıkan Akademik Sıfatlar,snowy,"karlı, bembeyaz, yağışlı",sıfat,B1,,My grandfather has snowy white hair.,Büyükbabamın kar beyazı saçı var.
B1-B2 Sık Çıkan Akademik Sıfatlar,social,"sosyal, sokulgan, toplumsal",sıfat,B1,,I'm a social worker.,Ben bir sosyal hizmet görevlisiyim.
B1-B2 Sık Çıkan Akademik Sıfatlar,societal,toplumsal,sıfat,B2,,The empirical results of the study were remarkably societal.,Çalışmanın ampirik sonuçlarının son derece toplumsal olduğu görüldü.
B1-B2 Sık Çıkan Akademik Sıfatlar,solar,"güneş, güneşsel, güneşle ilgili",sıfat,B1,,Do you use solar panels?,Güneş panelleri kullanıyor musunuz?
B1-B2 Sık Çıkan Akademik Sıfatlar,somatic,"somatik, bedeni, tensel",sıfat,B2,,The empirical results of the study were remarkably somatic.,Çalışmanın ampirik sonuçlarının son derece somatik olduğu görüldü.
B1-B2 Sık Çıkan Akademik Sıfatlar,some,"biraz, bazı, birkaç",sıfat,B1,,I'll go get some.,Biraz almaya gideceğim
B1-B2 Sık Çıkan Akademik Sıfatlar,sound,"ses, söylemek, derine dalmak",sıfat,B1,,Do I sound in love?,Âşık gibi görünüyor muyum?
B1-B2 Sık Çıkan Akademik Sıfatlar,sour,"ekşi, zehir olmak, bozulmak",sıfat,B1,,Is it sweet or sour?,"O, tatlı mı yoksa ekşi midir?"
B1-B2 Sık Çıkan Akademik Sıfatlar,spare,"kıymamak, ayırmak, boş",sıfat,B1,,I have a spare key.,Yedek anahtarım var.
B1-B2 Sık Çıkan Akademik Sıfatlar,special,"özel, özel bir program, yemek",sıfat,B2,,I'm no one special.,Ben özel biri değilim.
B1-B2 Sık Çıkan Akademik Sıfatlar,specific,"belirli, özgül, özel",sıfat,B2,,He has no specific aim.,Özel bir amacı yok.
B1-B2 Sık Çıkan Akademik Sıfatlar,specified,"belirlenmiş, belirtilmiş, belirtilen",sıfat,B2,,The empirical results of the study were remarkably specified.,Çalışmanın ampirik sonuçlarının son derece belirlenmiş olduğu görüldü.
B1-B2 Sık Çıkan Akademik Sıfatlar,spiced,"baharlı, baharatlı, baharatlanmış",sıfat,B1,,The empirical results of the study were remarkably spiced.,Çalışmanın ampirik sonuçlarının son derece baharlı olduğu görüldü.
B1-B2 Sık Çıkan Akademik Sıfatlar,spicy,"baharatlı, şık, hoş",sıfat,B1,,It's too spicy for me.,Benim için fazla baharatlı.
B1-B2 Sık Çıkan Akademik Sıfatlar,spoiled,"şımarık, el bebek gül bebek, acımış",sıfat,B2,,I guess I'm spoiled.,Şımarık olduğumu düşünüyorum.
B1-B2 Sık Çıkan Akademik Sıfatlar,sporting,"spor, av, avcılık",sıfat,B2,,I took part in the sporting event.,Spor olayına katıldım.
B1-B2 Sık Çıkan Akademik Sıfatlar,stable,"ahır, istikrarlı, durağan",sıfat,B1,,Prices are stable these days.,Fiyatlar bu günlerde istikrarlıdır.
B1-B2 Sık Çıkan Akademik Sıfatlar,started,"başlatılan, başlamış, başlatılmış",sıfat,B2,,Don't get me started.,Beni başlatmayın.
Akademik Zarflar (-ly / Derece),steadily,"durmadan, sabit şekilde, boyuna",zarf,B2,,We're steadily moving forward.,Durmadan ileriye gidiyoruz.
B1-B2 Sık Çıkan Akademik Sıfatlar,steady,"sabit durum, istikrarlı, oynamaz",sıfat,B1,,Drive at a steady speed.,İstikrarlı bir hızda sür.
B1-B2 Sık Çıkan Akademik Sıfatlar,stolen,"çalınan, çalıntı, çalınmış",sıfat,B1,,I had my car stolen.,Arabamı çaldırdım.
B1-B2 Sık Çıkan Akademik Sıfatlar,stormy,"fırtınalı, heyecanlı, çekişmeli",sıfat,B1,,It was a dark and stormy night.,Karanlık ve fırtınalı bir geceydi.
B1-B2 Sık Çıkan Akademik Sıfatlar,striking,"çarpıcı, vurma, geçici desteklerin alınması",sıfat,B2,,The workers are striking for better pay.,İşçiler daha iyi bir maaş için grev yapıyor.
B1-B2 Sık Çıkan Akademik Sıfatlar,strong,"güçlü, kuvvetli, domuz gibi",sıfat,B1,,I'm a strong woman.,Ben güçlü bir kadınım.
B1-B2 Sık Çıkan Akademik Sıfatlar,stunning,"sersemletme, çekici, müstesna",sıfat,B2,"marvelous, dazzling, breathtaking, magnificent",You really do look stunning.,Gerçekten çekici görünüyorsun.
C1 İleri Niteleme Sıfatları,substantial,"varlıklı, önemli, azımsanmayacak",sıfat,C1,,The money involved is substantial.,İlgili para önemli.
C1 İleri Niteleme Sıfatları,successful,"başarılı, başarıya ulaşan şey, muvaffak",sıfat,C1,,I want to be successful.,Ben başarılı olmak istiyorum.
B1-B2 Sık Çıkan Akademik Sıfatlar,such,"çok, böylesine, bu gibi",sıfat,B1,,I'm such a klutz.,Sakar Şakir'in tekiyim.
B1-B2 Sık Çıkan Akademik Sıfatlar,sudden,"ani, ansızın olan, apansız",sıfat,B1,,He felt a sudden pain.,"O, ani bir ağrı hissetti."
C1 İleri Niteleme Sıfatları,sufficient,"kafi, yeterli, elverişli",sıfat,C1,,I had to be self-sufficient.,Kendi kendime yeterli olmak zorundaydım.
B1-B2 Sık Çıkan Akademik Sıfatlar,suitable,"münasip, uygun, elverişli",sıfat,B2,,I'm not sure that's suitable.,Onun uygun olduğundan emin değilim.
B1-B2 Sık Çıkan Akademik Sıfatlar,sunny,"güneşli, günlük güneşlik, neşeli",sıfat,B1,,It's a sunny day.,Bugün güneşli bir gün.
Akademik Zarflar (-ly / Derece),supply,"tedarik etmek, sağlamak, tedarik",zarf,B1,,Cows supply us with milk.,İnekler bize süt sağlar.
B1-B2 Sık Çıkan Akademik Sıfatlar,surgical,"cerrahi, ameliyatlarda kullanılan, ameliyatla yapılan",sıfat,B2,,How common are surgical errors?,Cerrahi hatalar ne kadar yaygındır?
B1-B2 Sık Çıkan Akademik Sıfatlar,surprised,"şaşırmış, hayret etmiş, şaşmış",sıfat,B2,,I'm surprised at you.,Sana hayret ediyorum.
C1 İleri Niteleme Sıfatları,surprising,"şaşırtıcı, şaşılası, hayret verici",sıfat,C1,,It was a little surprising.,Biraz şaşırtıcıydı.
C1 İleri Niteleme Sıfatları,surrounding,"çevre, sarma, kuşatma",sıfat,C1,,The surrounding area was very quiet.,Etraf çok sakindi.
B1-B2 Sık Çıkan Akademik Sıfatlar,survival,"hayatta kalma, kalıntı, daha uzun yaşama",sıfat,B2,,It's a matter of survival.,Bu bir ölüm kalım meselesi.
B1-B2 Sık Çıkan Akademik Sıfatlar,survive,"uzun yaşamak, baki kalmak, daha uzun yaşamak",sıfat,B2,,We'll try to survive.,Hayatta kalmaya çalışacağız.
C1 İleri Niteleme Sıfatları,susceptible,"duyarlı, duygulu, duygularına kolaylıkla kapılan",sıfat,C1,vulnerable,She was susceptible to colds.,"O, soğuk algınlığına duyarlıydı."
B1-B2 Sık Çıkan Akademik Sıfatlar,swift,"süratli, kara sağan, kılıç kırlangıcı",sıfat,B1,,The stream is not very swift.,Dere çok hızlı değil.
Akademik Zarflar (-ly / Derece),swiftly,"süratle, hızla, fişek gibi",zarf,B2,,His fingers ran swiftly over the keys.,Parmakları klavyenin üzerinde hızla hareket etti.
Akademik Zarflar (-ly / Derece),systematically,"sistematik olarak, sistemli olarak",zarf,C1,,"Her sewing basket, dresser drawers and pantry shelves are all systematically arranged in apple-pie order.","Onun dikiş sepeti, şifonyer çekmeceleri ve külotlu çorap rafları hepsi sistemli olarak yerli yerinde düzenlenir."
B1-B2 Sık Çıkan Akademik Sıfatlar,systemic,"vücuda ait, sistemik, dizgesel",sıfat,B2,,The empirical results of the study were remarkably systemic.,Çalışmanın ampirik sonuçlarının son derece vücuda ait olduğu görüldü.
B1-B2 Sık Çıkan Akademik Sıfatlar,tedious,"sıkıcı, bıktırıcı, meşakkatli",sıfat,B2,,It was a tedious job.,Can sıkıcı bir işti.
B1-B2 Sık Çıkan Akademik Sıfatlar,teenage,"13 19 yaş arası, on üç ile on dokuz yaşlar arasındaki devreye ait, gençlere ait",sıfat,B2,,I have two teenage sons.,İki tane ergen oğlum var.
B1-B2 Sık Çıkan Akademik Sıfatlar,tentative,"deneme ve tecrübe nevinden, geçici/belirsiz, geçici girişim",sıfat,B2,,I have a tentative schedule.,Geçici bir programım var.
B1-B2 Sık Çıkan Akademik Sıfatlar,terrible,"berbat, korkunç, berbat kimse",sıfat,B2,,I did a terrible job.,Berbat bir iş yaptım.
C1 İleri Niteleme Sıfatları,territorial,"gönüllü asker, kara, belirli bir bölgeye ait",sıfat,C1,,The empirical results of the study were remarkably territorial.,Çalışmanın ampirik sonuçlarının son derece gönüllü asker olduğu görüldü.
B1-B2 Sık Çıkan Akademik Sıfatlar,that,"şu, o, oradaki",sıfat,B1,,I can't do that.,Onu yapamam.
B1-B2 Sık Çıkan Akademik Sıfatlar,these,"böyle bir miktarda, bunlar",sıfat,B1,,I don't want these.,Bunları istemiyorum.
B1-B2 Sık Çıkan Akademik Sıfatlar,thrive,"thrived/throve - thrived/thriven, serpilmek, gelişmek",sıfat,B1,"flourish, prosper, succeed",The empirical results of the study were remarkably thrive.,Çalışmanın ampirik sonuçlarının son derece thrived/throve - thrived/thriven olduğu görüldü.
B1-B2 Sık Çıkan Akademik Sıfatlar,thriving,"kuvvetli, büyüyen, mamur",sıfat,B2,,The empirical results of the study were remarkably thriving.,Çalışmanın ampirik sonuçlarının son derece kuvvetli olduğu görüldü.
B1-B2 Sık Çıkan Akademik Sıfatlar,tidy,"düzenli, derli toplu, temizlemek",sıfat,B1,,Tom's house is tidy.,Tom'un evi düzenli.
B1-B2 Sık Çıkan Akademik Sıfatlar,tiny,"mini mini, ufacık, minicik",sıfat,B1,,She got me a tiny toy.,"O, bana küçük bir oyuncak aldı."
B1-B2 Sık Çıkan Akademik Sıfatlar,tired,"argın, yorgun, yorgun düşmüş",sıfat,B1,"exhausted, weary, fatigued",I'm a bit tired.,Ben biraz yorgunum.
Akademik Zarflar (-ly / Derece),tirelessly,"yorgunluk nedir bilmeden, hiç yorulmaksızın, usanmadan",zarf,C1,,The empirical results of the study were remarkably tirelessly.,Çalışmanın ampirik sonuçlarının son derece yorgunluk nedir bilmeden olduğu görüldü.
B1-B2 Sık Çıkan Akademik Sıfatlar,tiring,"yorucu, eziyetli, yorulmuş",sıfat,B1,,It's a tiring job.,Bu yorucu bir iş.
B1-B2 Sık Çıkan Akademik Sıfatlar,topic,"konu, başlık, bahis",sıfat,B1,,Don't change the topic.,Konuyu değiştirme.
B1-B2 Sık Çıkan Akademik Sıfatlar,torn,"yırtık, kopuk, ayrılmış",sıfat,B1,,I had my thumbnail torn off.,Baş parmak tırnağımı kırdım.
B1-B2 Sık Çıkan Akademik Sıfatlar,total,"toplam, tutar, bulmak",sıfat,B1,,I'm a total wreck.,Ben tam bir enkazım.
Akademik Zarflar (-ly / Derece),totally,"bütünüyle, tamamen, tamamıyla",zarf,B2,,He's totally lost it.,O delirdi.
B1-B2 Sık Çıkan Akademik Sıfatlar,touching,"dokunaklı, acıklı, yanık",sıfat,B2,,I'm not touching it.,Ben ona dokunmuyorum.
B1-B2 Sık Çıkan Akademik Sıfatlar,tough,"zorlu, çetin, zor",sıfat,B1,,I had a tough day.,Zor bir gün geçirdim.
B1-B2 Sık Çıkan Akademik Sıfatlar,toxic,"zehirli, toksik, çok zararlı",sıfat,B1,,Lead is a toxic metal.,Kurşun toksik bir metaldir.
C1 İleri Niteleme Sıfatları,traditional,"geleneksel, ananevi, göreneksel",sıfat,C1,,Sing me a traditional song.,Bana geleneksel bir şarkı söyle.
C1 İleri Niteleme Sıfatları,transforming,"dönüştürücü, dönüşmekte olan, dönüşen",sıfat,C1,,The empirical results of the study were remarkably transforming.,Çalışmanın ampirik sonuçlarının son derece dönüştürücü olduğu görüldü.
C1 İleri Niteleme Sıfatları,transnational,"uluslaraşırı, transnasyonal, uluslararası",sıfat,C1,,The empirical results of the study were remarkably transnational.,Çalışmanın ampirik sonuçlarının son derece uluslaraşırı olduğu görüldü.
B1-B2 Sık Çıkan Akademik Sıfatlar,treated,"işlem görmüş, arıtılmış, davranılmış",sıfat,B2,,How are you being treated?,Nasıl tedavi ediliyorsun?
B1-B2 Sık Çıkan Akademik Sıfatlar,trial,"yargılama, duruşma, deneme",sıfat,B1,,When was Tom's trial?,Tom'un testi ne zamandı?
B1-B2 Sık Çıkan Akademik Sıfatlar,tried,"mücerrep, saf, sınanmış",sıfat,B1,,I tried to do it.,Bunu yapmaya çalıştım.
B1-B2 Sık Çıkan Akademik Sıfatlar,triggered,"tetiklenmiş, ateşlenmiş, tetikli",sıfat,B2,,Their small protest triggered a mass demonstration.,Onların küçük protestosu kitlesel bir gösteriyi tetikledi.
C1 İleri Niteleme Sıfatları,trustworthy,"güvenilir, harbi, sağlam",sıfat,C1,,I believe that he's trustworthy.,Onun güvenilir olduğuna inanıyorum.
B1-B2 Sık Çıkan Akademik Sıfatlar,trying,"deneme, zor, sıkıntılı",sıfat,B1,,I'm trying my best.,Elimden geleni yapıyorum.
B1-B2 Sık Çıkan Akademik Sıfatlar,ultra,"aşırı, uç görüşlü kimse, son derece",sıfat,B1,,The empirical results of the study were remarkably ultra.,Çalışmanın ampirik sonuçlarının son derece aşırı olduğu görüldü.
B1-B2 Sık Çıkan Akademik Sıfatlar,uncertain,"belirsiz, bilinmez, şüpheli",sıfat,B2,,It's uncertain if he'll come.,Onun gelip gelmeyeceği belirsiz.
B1-B2 Sık Çıkan Akademik Sıfatlar,unchanged,"değiştirilmemiş, değişmemiş, değiştirilemez",sıfat,B2,,The empirical results of the study were remarkably unchanged.,Çalışmanın ampirik sonuçlarının son derece değiştirilmemiş olduğu görüldü.
B1-B2 Sık Çıkan Akademik Sıfatlar,unclear,"belirsiz, zor anlaşılır, açık olmayan",sıfat,B2,,It's unclear what went wrong.,Neyin yanlış gittiği belirsiz.
C1 İleri Niteleme Sıfatları,undergoing,"süregelen, süren",sıfat,C1,,The website was undergoing maintenance.,Web sitesi bakım geçiriyor.
B1-B2 Sık Çıkan Akademik Sıfatlar,undesired,"istenmeyen, arzu edilmeyen, istenmedik",sıfat,B2,,The empirical results of the study were remarkably undesired.,Çalışmanın ampirik sonuçlarının son derece istenmeyen olduğu görüldü.
B1-B2 Sık Çıkan Akademik Sıfatlar,unequal,"eşitsiz, eşit olamayan, oransız",sıfat,B2,,The empirical results of the study were remarkably unequal.,Çalışmanın ampirik sonuçlarının son derece eşitsiz olduğu görüldü.
C1 İleri Niteleme Sıfatları,unexpected,"beklenmedik, beklenmeyen, ummadık",sıfat,C1,,It's just so unexpected.,Bu sadece çok beklenmedik.
C1 İleri Niteleme Sıfatları,unfavorable,"elverişsiz, olumsuz, ters",sıfat,C1,,The empirical results of the study were remarkably unfavorable.,Çalışmanın ampirik sonuçlarının son derece elverişsiz olduğu görüldü.
C1 İleri Niteleme Sıfatları,unfinished,"işlenmemiş, yarım kalmış, yarım",sıfat,C1,,We had some unfinished business.,Biraz bitmemiş işimiz vardı.
Akademik Zarflar (-ly / Derece),unfortunately,"maalesef, aksi gibi, ne yazık ki",zarf,C1,,"Unfortunately, it's a hoax.",Ne yazık ki bu bir aldatmaca.
B1-B2 Sık Çıkan Akademik Sıfatlar,unique,"emsalsiz, benzersiz, kendine mahsus",sıfat,B1,,We have a unique bond.,Benzersiz bir bağımız var.
B1-B2 Sık Çıkan Akademik Sıfatlar,unlike,"farklı, benzemez, birbirine benzemeyen",sıfat,B1,,That's so unlike you.,O sana çok benzemiyor.
Akademik Zarflar (-ly / Derece),unluckily,"şanssızlık eseri, aksi tesadüf, maalesef",zarf,B2,,The empirical results of the study were remarkably unluckily.,Çalışmanın ampirik sonuçlarının son derece şanssızlık eseri olduğu görüldü.
C1 İleri Niteleme Sıfatları,unparallel,"eğri, paralel olmayan",sıfat,C1,,The empirical results of the study were remarkably unparallel.,Çalışmanın ampirik sonuçlarının son derece eğri olduğu görüldü.
C1 İleri Niteleme Sıfatları,unprecedented,"eşi benzeri görülmemiş, eşi görülmemiş, yeni",sıfat,C1,,The price jump was unprecedented.,Fiyat sıçramasının eşi benzeri görülmemişti.
B1-B2 Sık Çıkan Akademik Sıfatlar,unsafe,"güvenli olmayan, emin olmayan, güvenilmez",sıfat,B1,,I don't feel unsafe.,Emniyetsiz hissetmiyorum.
C1 İleri Niteleme Sıfatları,unsuitable,"uygunsuz, olmayacak, uymaz",sıfat,C1,,"In my opinion, it's quite unsuitable.","Bence, o oldukça uygunsuz."
C1 İleri Niteleme Sıfatları,untreatable,"tedavisiz, tedavisi imkansız, tedavi edilemez",sıfat,C1,,The empirical results of the study were remarkably untreatable.,Çalışmanın ampirik sonuçlarının son derece tedavisiz olduğu görüldü.
B1-B2 Sık Çıkan Akademik Sıfatlar,unwanted,"istenilmeyen, istenmemiş, istenmeyen",sıfat,B2,,I keep receiving unwanted emails.,İstemediğim e-postaları almaya devam ediyorum.
B1-B2 Sık Çıkan Akademik Sıfatlar,updated,"günümüze en yakın tarihte hazırlanmış, yenilenmiş, güncellenen",sıfat,B2,,We'll keep you updated.,Sizi gelişmelerden haberdar edeceğiz.
